,object_id,events,swing_indicator_from_samples,runs_game_t1,runs_game_t2,game_play,outs_inning,outs_play,count_balls_pa,count_balls_play,strikes_pa,strikes_play,eventId_pitch,pitch_type,pitch_result,pitch_action,pitch_speed_mph,pitch_speed_kph,pitch_speed_mps,pitch_spin_rpm,eventId_hit,hit_speed_mph,hit_speed_kph,hit_speed_mps,hit_spin,stroke_type,stroke_attempt,bat_nearest,bat_hit,bat_first,bat_last,swing_displacement_head_nearest,swing_displacement_handle_nearest,swing_time_nearest,found_nearest_inidicator,hit_inidicator,swing_displacement_head_hit,swing_displacement_handle_hit,swing_time_hit,bat_average_speed_bhit,bat_max_speed_bhit,bat_total_displacement_bhit,bat_max_instantaneous_displacement_bhit,bat_swing_duration_bhit,ball_ahit_flight_time,ball_ahit_height,ball_ahit_range,ball_hit_position,bat_hit_position,relative_distance_from_handle_to_hit,eventId_events,hit_spray_angle,hit_launch_angle,events_type,hit_indicator,events_teamId,events_personId
45,12345636_26384.jsonl,{'eventId': ''},SwingRecorded,1,0,0,0,0,1,0,0,1,8a844acf-d085-4e8f-8b71-cbcd988ffecd,{},Strike,{},95.0,152.0,42.0,2190.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4098351047241935, 'head': {'pos': [0.5971403261415323, 0.06763614121009622, 2.0692729202333444]}, 'handle': {'pos': [-1.4772690036318648, 1.079637926020155, 3.5142421953951617]}}]",[],"[{'event': 'First', 'time': -0.4373064, 'head': {'pos': [-3.92536011487896, -0.9505904558183536, 6.0981895452195145]}, 'handle': {'pos': [-1.5133379380690068, -1.6489844177140693, 5.04478896678987]}}]","[{'event': 'Last', 'time': 0.8192646, 'head': {'pos': [-1.4170327876623365, -0.08456719982101285, 2.8698083962702694]}, 'handle': {'pos': [-3.110140420678037, -0.9248766744737547, 4.830044202469139]}}]",6.141820968818338,3.1287784009392303,0.8471415047241935,Nearest,NoHit,,,,14.120234335407154,122.90156390822735,6.117660731147033,0.40963091250611866,0.846602,,,,,,,,,,,,,
46,12345636_27290.jsonl,{'eventId': ''},SwingRecorded,5,0,0,2,0,0,1,2,0,70004366-cce8-47b0-b413-f45a99643501,{},Ball,BallInDirt,78.0,126.0,35.0,2140.0,{},,,,,{},{},,,,,6.769227457024789,6.769227457024789,-2.1682539999999997,Nearest,NoHit,,,,,,,,,,,,,,,,,,,,,
47,12345636_26414.jsonl,{'eventId': ''},SwingRecorded,3,0,0,2,0,0,1,0,0,aaad5d1f-09be-4876-b599-9748544810fa,{},Ball,Called,90.0,144.0,40.0,2050.0,{},,,,,{},{},,,,,6.924702428084278,6.924702428084278,-2.264915,Nearest,NoHit,,,,,,,,,,,,,,,,,,,,,
49,12345636_27133.jsonl,{'eventId': ''},SwingRecorded,0,0,0,0,0,1,0,2,0,50854cf9-cc76-4e64-9e05-bf93e9a737c9,{},Strike,Foul,83.0,134.0,37.0,2540.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4514331011211737, 'head': {'pos': [0.2787888506942343, 1.6658285536297213, 2.869672736607333]}, 'handle': {'pos': [-2.262613072291791, 1.1547050950214253, 3.7035114272271388]}}]",[],"[{'event': 'First', 'time': -0.3818314, 'head': {'pos': [-3.916349834927326, -0.6240791228384271, 4.604862471380853]}, 'handle': {'pos': [-1.2317669941705989, -1.076551984345521, 4.545354767800122]}}]","[{'event': 'Last', 'time': 0.8480675999999997, 'head': {'pos': [-1.4334130388458397, -1.3332872745030253, 3.104949359728424]}, 'handle': {'pos': [-3.611620772883641, -1.0739866036749655, 4.718464812259745]}}]",5.084658216046557,2.5980477287898385,0.8332645011211737,Nearest,NoHit,,,,11.475717978255394,112.67325363673852,5.011326657163006,0.37553995437124665,0.829932,,,,,,,,,,,,,
51,12345636_27062.jsonl,"{'start': {'angle': [-42.53009895160732, -12.08345988444077]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 654287703}, 'eventId': 'e63ce70d-4d73-43d6-bd1c-7b8655045ecc'}",SwingRecorded,2,0,0,1,0,2,0,2,0,cd1e50b1-d55b-482d-904e-2445c72bfd1e,{},HitIntoPlay,{},82.0,133.0,37.0,2480.0,e63ce70d-4d73-43d6-bd1c-7b8655045ecc,92.0,148.0,41.0,2410.0,{},{},[],"[{'event': 'Hit', 'time': 0.4546213533989324, 'head': {'pos': [0.5218903639458898, 1.744242725619324, 2.519894660474267]}, 'handle': {'pos': [-1.7769034726671566, 0.7437859385725505, 3.582857971258438]}}]","[{'event': 'First', 'time': -0.3749262, 'head': {'pos': [-2.972513222624375, -0.7739948550539952, 6.20593298658619]}, 'handle': {'pos': [-1.3278585525516586, -2.544556001136475, 4.950750876188488]}}]","[{'event': 'Last', 'time': 0.8516397999999997, 'head': {'pos': [-1.3606183046039566, -1.5559877242858193, 3.301746976979814]}, 'handle': {'pos': [-4.0820555686221365, -1.564529158455565, 3.2070677924306326]}}]",,,,No,Hit,5.669149449442705,3.5897026411791852,0.8295475533989324,12.47754885813721,126.2423408840738,5.584151073087995,0.4207657221666148,0.826599,,,,[-0.09288493  1.80695395  2.72140137],[0.03682111 1.53313601 2.7441909 ],0.7889896668023583,e63ce70d-4d73-43d6-bd1c-7b8655045ecc,-42.53009895160732,-12.08345988444077,Hit,Hit,90068.0,654287703.0
56,12345636_29910.jsonl,{'eventId': ''},SwingRecorded,5,1,0,1,0,0,0,1,1,bb020cea-a8c6-431e-a1ce-e730c4776c3d,{},Strike,{},78.0,125.0,35.0,2030.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.463517314512805, 'head': {'pos': [-0.24765704554101436, 3.6963181115190067, 1.9414454243694899]}, 'handle': {'pos': [-1.8157742702894057, 1.709883770989364, 2.946604549226492]}}]",[],"[{'event': 'First', 'time': -0.3510289, 'head': {'pos': [-3.3656731030486293, -0.037994742933852015, 6.320636639613967]}, 'handle': {'pos': [-1.7094644234630245, -1.9923510448394026, 5.397207085755798]}}]","[{'event': 'Last', 'time': 0.8388710999999998, 'head': {'pos': [-1.555106184169509, -3.6344341665164825, 4.976064918044017]}, 'handle': {'pos': [-3.3986639955111793, -1.659544384249799, 4.63494495349915]}}]",6.545565852505159,4.44109189356748,0.814546214512805,Nearest,NoHit,,,,16.47867194685927,120.18657110590564,6.55713416765459,0.40058184149598713,0.8132649999999999,,,,,,,,,,,,,
60,12345636_27617.jsonl,"{'start': {'angle': [176.04034637042093, 14.85121385564121]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 485007791}, 'eventId': '96a92e17-b382-4af5-b9ef-b10b613c551e'}",SwingRecorded,0,0,0,0,0,0,0,0,1,ac8e72af-858a-4c0b-a36d-f1047e360369,{},Strike,Foul,95.0,152.0,42.0,2300.0,96a92e17-b382-4af5-b9ef-b10b613c551e,79.0,127.0,35.0,480.0,{},{},[],"[{'event': 'Hit', 'time': 0.397872861782323, 'head': {'pos': [0.36534829481333975, 1.4444785689174306, 3.4741299337589426]}, 'handle': {'pos': [-2.234701483375191, 1.1022992399601872, 4.207555010946431]}}]","[{'event': 'First', 'time': -0.4367878, 'head': {'pos': [-4.040791941602963, -0.8418922681054369, 4.703909749883715]}, 'handle': {'pos': [-1.3559172056078117, -1.286893136305146, 4.61074449140289]}}]","[{'event': 'Last', 'time': 0.7963252, 'head': {'pos': [-1.1029160393119668, -0.602577692263828, 3.434343294852524]}, 'handle': {'pos': [-3.5136471042968753, -1.053902942781319, 4.617533531726284]}}]",,,,No,Hit,5.114090513816043,2.577414164391566,0.834660661782323,11.929325637855477,122.93104553752713,5.071001334882723,0.4096062437310747,0.8331839999999999,,,,[-0.16930163  1.4520668   3.82874354],[-0.21235896  1.36844946  3.63709027],0.7778091572762319,96a92e17-b382-4af5-b9ef-b10b613c551e,176.04034637042093,14.85121385564121,Hit,Hit,90068.0,485007791.0
63,12345636_2807.jsonl,"{'start': {'angle': [23.52982854482063, 21.25544122987206]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 590082479}, 'eventId': 'd7fa3509-ee38-4712-89e9-60048dca36b2'}",SwingRecorded,5,0,0,2,1,2,0,0,0,ad7d86b0-89e2-43d1-8373-59392dff53fd,{},HitIntoPlay,{},90.0,145.0,40.0,2440.0,d7fa3509-ee38-4712-89e9-60048dca36b2,104.0,167.0,46.0,1580.0,{},{},[],"[{'event': 'Hit', 'time': 0.4186890435916463, 'head': {'pos': [-0.59437103355022, 1.7095938068245782, 2.360309293269086]}, 'handle': {'pos': [1.6401357120481272, 0.8175615723747857, 3.6356586503667088]}}]","[{'event': 'First', 'time': -0.4200404, 'head': {'pos': [4.0675487034275255, -0.5180682793405355, 4.9653739120983875]}, 'handle': {'pos': [1.5882821741157465, -1.5840270107363872, 4.601743130031465]}}]","[{'event': 'Last', 'time': 0.8165306, 'head': {'pos': [1.2524531679563795, -1.6177810597700637, 3.036749398433835]}, 'handle': {'pos': [3.5508339110884606, -1.0319469675792767, 4.374472188139515]}}]",,,,No,Hit,5.786392284700063,2.589138029108367,0.8387294435916464,14.32210026612645,137.01377859197012,5.749165589921045,0.45666692404703296,0.836602,,,,[-0.28495038  1.35520886  2.84196503],[-0.10565796  1.5144958   2.63924329],0.781288162589652,d7fa3509-ee38-4712-89e9-60048dca36b2,23.52982854482063,21.25544122987206,Hit,Hit,63813.0,590082479.0
64,12345636_28366.jsonl,{'eventId': ''},SwingRecorded,6,1,0,1,0,0,0,1,1,09613812-5231-471b-860e-ab8b5a30b40d,{},Strike,{},80.0,129.0,36.0,2540.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.453416295342427, 'head': {'pos': [-0.5008653477130983, 2.8161368467401404, 2.6120822116109106]}, 'handle': {'pos': [-2.4187679862534828, 1.1004614136629185, 3.502792694027306]}}]",[],"[{'event': 'First', 'time': -0.3674512000000003, 'head': {'pos': [-3.4057774767891464, -1.139285991847488, 6.257374588040116]}, 'handle': {'pos': [-1.3303955609133562, -2.1255111779266285, 4.796071172704947]}}]","[{'event': 'Last', 'time': 0.8390498, 'head': {'pos': [-1.714929400422808, -1.3044611849790833, 4.061210491342831]}, 'handle': {'pos': [-4.209869152552994, -0.8547277996375802, 5.055329901384283]}}]",6.113267605734811,3.6419806316533974,0.8208674953424273,Nearest,NoHit,,,,17.01319475947251,130.6463332780643,6.114432509656421,0.4354442288157923,0.819887,,,,,,,,,,,,,
69,12345636_30712.jsonl,"{'start': {'angle': [68.65929045320291, -46.617983434203964]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 451871192}, 'eventId': '72b2d4d1-b07a-488d-80a6-35281967e2b5'}",SwingRecorded,5,0,0,1,1,2,0,2,0,59519c03-e0da-4f4f-ba50-f5d5018fcf7b,{},HitIntoPlay,{},76.0,123.0,34.0,2190.0,72b2d4d1-b07a-488d-80a6-35281967e2b5,48.0,77.0,21.0,3150.0,{},{},[],"[{'event': 'Hit', 'time': 0.485078597927647, 'head': {'pos': [0.02674414951761112, 2.557441401444601, 1.6859383175013063]}, 'handle': {'pos': [-1.9302249768374067, 1.1024665495088828, 2.8977872787168706]}}]","[{'event': 'First', 'time': -0.3380481, 'head': {'pos': [-1.8223292843052261, -2.2572939963842944, 6.175953647469861]}, 'handle': {'pos': [-1.348319419314127, -2.1575031678023895, 3.4962868165945404]}}]","[{'event': 'Last', 'time': 0.8717759, 'head': {'pos': [-4.626393848846313, 1.32581032686218, 6.078430032153109]}, 'handle': {'pos': [-4.040544192881689, 1.1875643555816633, 3.4226954599297916]}}]",,,,No,Hit,6.8382005804252755,3.3651475944604274,0.823126697927647,15.430175676727348,114.40907999501049,6.781296561215522,0.38132546362337344,0.8198809999999996,,,,[0.09362089 2.39460962 1.53824902],[0.04599295 2.57175258 1.67401854],1.0098360288539425,72b2d4d1-b07a-488d-80a6-35281967e2b5,68.65929045320291,-46.617983434203964,Hit,Hit,90068.0,451871192.0
73,12345636_3001.jsonl,"{'start': {'angle': [-5.787394586506965, 2.180144349402498]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 849653732}, 'eventId': '1a2b950d-b7c7-46f1-aadf-f8c29ddc7da8'}",SwingRecorded,4,0,0,0,0,1,0,1,0,708fb9e2-0a83-497f-92cb-12513ba0e667,{},HitIntoPlay,{},88.0,141.0,39.0,1900.0,1a2b950d-b7c7-46f1-aadf-f8c29ddc7da8,95.0,152.0,42.0,2550.0,{},{},[],"[{'event': 'Hit', 'time': 0.4338863732084525, 'head': {'pos': [0.9348907225731324, 0.8510717169651495, 2.0962308972517523]}, 'handle': {'pos': [-1.2539935945467184, 0.73600587358325, 3.7120288994862216]}}]","[{'event': 'First', 'time': -0.4012677000000003, 'head': {'pos': [-3.6666204005906584, -0.9377044829666337, 6.192826406398392]}, 'handle': {'pos': [-1.5332968430069507, -1.9947012363418155, 4.871105426734361]}}]","[{'event': 'Last', 'time': 0.8386412999999997, 'head': {'pos': [-3.2344671933004485, -0.0919352524416251, 6.236148180114103]}, 'handle': {'pos': [-3.1917071705231232, 1.2437802024207214, 3.8635349182938628]}}]",,,,No,Hit,6.415272377351012,2.979635887287799,0.8351540732084528,11.30895057292407,131.05225616983276,6.317857198051213,0.43679716981404926,0.833272,,,,[0.56608842 1.09549212 2.36010743],[0.57903972 0.83236525 2.35891419],0.8374281346896679,1a2b950d-b7c7-46f1-aadf-f8c29ddc7da8,-5.787394586506965,2.180144349402498,Hit,Hit,63813.0,849653732.0
74,12345636_30415.jsonl,"{'start': {'angle': [23.37104764688094, 22.146544058762995]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 451871192}, 'eventId': '0e71dbe8-bde8-4cfd-bd48-ffec312b5211'}",SwingRecorded,2,0,0,0,1,2,0,0,0,daf3ba96-2698-4a9a-a19e-86b7af749917,{},HitIntoPlay,{},93.0,150.0,42.0,2350.0,0e71dbe8-bde8-4cfd-bd48-ffec312b5211,86.0,138.0,38.0,1550.0,{},{},[],"[{'event': 'Hit', 'time': 0.410019072461279, 'head': {'pos': [-0.05361242878123002, 0.3659611292336881, 1.4035290422767774]}, 'handle': {'pos': [-2.0730327707261242, 0.7320374122383835, 3.193274142460588]}}]","[{'event': 'First', 'time': -0.4286159, 'head': {'pos': [-2.275663622305574, -2.3968551502269286, 6.363017090707717]}, 'handle': {'pos': [-1.6666115009400568, -2.0625598699348333, 3.7300415752298535]}}]","[{'event': 'Last', 'time': 0.8212910999999997, 'head': {'pos': [-4.03745351784901, -1.0982452581141773, 5.923285329121997]}, 'handle': {'pos': [-4.471067772515172, 0.025849895051665357, 3.481227456988189]}}]",,,,No,Hit,6.096489727968456,2.8745558778611624,0.8386349724612789,12.16955218133645,118.50602303084139,5.9443881365484375,0.3949805747617914,0.8366039999999997,,,,[-0.8081777  0.6370486  2.1260473],[-0.84777576  0.50992539  2.10736959],0.6067369871100852,0e71dbe8-bde8-4cfd-bd48-ffec312b5211,23.37104764688094,22.146544058762995,Hit,Hit,90068.0,451871192.0
76,12345636_30488.jsonl,"{'start': {'angle': [-36.1664124492456, 28.543503594809167]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 654287703}, 'eventId': 'f2f58c66-ea90-42cb-8d64-2ab98fe5c64a'}",SwingRecorded,2,0,0,1,0,2,0,2,0,b19d8e79-0cdf-44ff-bcbb-3bac9c5d15dc,{},Strike,Foul,94.0,151.0,42.0,2430.0,f2f58c66-ea90-42cb-8d64-2ab98fe5c64a,99.0,159.0,44.0,2430.0,{},{},[],"[{'event': 'Hit', 'time': 0.3975076693116814, 'head': {'pos': [0.1731988493885021, 2.112294843749668, 1.7236103738043151]}, 'handle': {'pos': [-1.7960080714014666, 0.7913103929034009, 3.0624464615337295]}}]","[{'event': 'First', 'time': -0.4291032, 'head': {'pos': [-3.0472948595155707, -0.7586249428583973, 6.229048828962297]}, 'handle': {'pos': [-1.2319789955804616, -2.3794648549229973, 5.007261539915928]}}]","[{'event': 'Last', 'time': 0.7908058, 'head': {'pos': [-2.3979613072000032, -2.6944429688300615, 4.691112242695713]}, 'handle': {'pos': [-3.8751590609487976, -0.5439046281534506, 3.911157418573999]}}]",,,,No,Hit,6.238007360002451,3.762213465461896,0.8266108693116814,14.103600189106787,128.7000227438573,6.237967697975096,0.42895717580528026,0.826605,,,,[-0.21768694  1.92417824  2.15396744],[-0.25021549  1.82825981  2.01148383],0.784982301355954,f2f58c66-ea90-42cb-8d64-2ab98fe5c64a,-36.1664124492456,28.543503594809167,Hit,Hit,90068.0,654287703.0
81,12345636_33099.jsonl,{'eventId': ''},SwingRecorded,5,0,0,1,0,0,0,0,1,0a948aa7-cb7e-41be-aa26-59bc1d44c89d,{},Strike,{},84.0,135.0,37.0,2290.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4381581105166067, 'head': {'pos': [0.17689872131850012, 3.01580257739707, 2.0931492545049566]}, 'handle': {'pos': [2.2706367691495384, 1.5881441065819424, 3.089798723398515]}}]",[],"[{'event': 'First', 'time': -0.3852576, 'head': {'pos': [3.8527722990238362, 0.39281336915807585, 6.7210803868611055]}, 'handle': {'pos': [2.091242806165632, -1.081323881934908, 5.258483006581056]}}]","[{'event': 'Last', 'time': 0.8245804, 'head': {'pos': [0.34745143025826986, -3.49123942194186, 4.31714769650251]}, 'handle': {'pos': [2.745250309581693, -2.200885426545575, 4.288775404534649]}}]",6.466054864570956,3.4440431262970916,0.8234157105166067,Nearest,NoHit,,,,16.78757814303283,139.77710346938252,6.469553502100504,0.4658770858634562,0.8232239999999997,,,,,,,,,,,,,
84,12345636_32488.jsonl,"{'start': {'angle': [163.3421153286728, 18.64051948407138]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 590082479}, 'eventId': '8fc8d2d4-789c-4b77-b51d-844074397912'}",SwingRecorded,4,0,0,0,0,0,0,0,1,74a10535-45e9-4c97-b713-39d5d69f8e39,{},Strike,Foul,93.0,150.0,42.0,2170.0,8fc8d2d4-789c-4b77-b51d-844074397912,75.0,120.0,33.0,790.0,{},{},[],"[{'event': 'Hit', 'time': 0.4061312743259075, 'head': {'pos': [0.7191329652646231, 1.4069261241348334, 1.964803822762652]}, 'handle': {'pos': [-1.4110808897865483, 0.8308534018500187, 3.5602934142231284]}}]","[{'event': 'First', 'time': -0.4274268, 'head': {'pos': [-3.8904599951925647, -0.7033562829692591, 5.322388077463144]}, 'handle': {'pos': [-1.3785590148665199, -1.7481525479477231, 5.204015294293052]}}]","[{'event': 'Last', 'time': 0.8057982, 'head': {'pos': [-1.3444721116840335, -2.0543134918172994, 4.512178078093179]}, 'handle': {'pos': [-3.3681883276253624, -0.2490615467421743, 4.265406973200583]}}]",,,,No,Hit,6.080708110593877,3.0584556528517903,0.8335580743259074,15.077517781187042,120.3864142301308,6.078071460225861,0.4012479186290229,0.83326,,,,[0.37681144 1.2387946  2.55942698],[0.20928147 1.26904723 2.34667288],0.7606571294705077,8fc8d2d4-789c-4b77-b51d-844074397912,163.3421153286728,18.64051948407138,Hit,Hit,63813.0,590082479.0
89,12345636_32414.jsonl,{'eventId': ''},SwingRecorded,5,1,0,1,1,0,0,2,1,3fbf0cfd-f654-4ba6-b75f-7ab69da6449d,{},Strike,{},78.0,125.0,35.0,2130.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4670230499809254, 'head': {'pos': [-0.3274318433787377, 3.344554469850811, 2.334805402474753]}, 'handle': {'pos': [-1.9350334307299162, 1.3520602233857189, 3.2626209553842758]}}]",[],"[{'event': 'First', 'time': -0.3481164, 'head': {'pos': [-3.294145999563676, -0.19773807525429582, 6.331013935439014]}, 'handle': {'pos': [-1.6539506290805241, -2.1433191448743756, 5.36161652763716]}}]","[{'event': 'Last', 'time': 0.8517905999999997, 'head': {'pos': [0.7000372093486431, -2.983110897362778, 3.5154485170736183]}, 'handle': {'pos': [-1.779744508191325, -2.247686952316131, 4.366971940402583]}}]",6.1089206901507325,4.086865165598031,0.8151394499809255,Nearest,NoHit,,,,15.309468436716863,129.0613366719818,6.134514878378189,0.43016143512771926,0.8132699999999999,,,,,,,,,,,,,
90,12345636_32704.jsonl,"{'start': {'angle': [-1.3941356514814647, -19.502661730618765]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 797957728}, 'eventId': 'd1c5a7d2-f550-455d-8c5d-3a1a30e8a0e3'}",SwingRecorded,1,0,0,0,2,1,0,1,0,e0a37b1e-5d48-4cb5-8417-4a3fcc409265,{},HitIntoPlay,{},93.0,150.0,42.0,2120.0,d1c5a7d2-f550-455d-8c5d-3a1a30e8a0e3,106.0,170.0,47.0,3580.0,{},{},[],"[{'event': 'Hit', 'time': 0.4090844226009356, 'head': {'pos': [0.09763694342635929, 0.6230110677262962, 1.6902426881017354]}, 'handle': {'pos': [-2.04832610400189, 1.2006510213923611, 3.2639111948312993]}}]","[{'event': 'First', 'time': -0.4299156, 'head': {'pos': [-4.313437311647828, -0.12698172755550147, 5.563627573017405]}, 'handle': {'pos': [-1.7683901711194598, -1.0932037827714562, 5.497235716785198]}}]","[{'event': 'Last', 'time': 0.8166514, 'head': {'pos': [-2.168100578354448, -1.8553863095984975, 5.235135997812019]}, 'handle': {'pos': [-4.345215227944077, -0.3286538354898214, 4.6481797463626044]}}]",,,,No,Hit,5.91803816677842,3.2137007342726847,0.8390000226009355,12.661825807938401,128.98039602822067,5.79525702301217,0.42989165996205625,0.8366,,,,[-0.17164447  0.91993096  1.84523214],[-0.18981741  0.70038664  1.90103749],0.866048788942879,d1c5a7d2-f550-455d-8c5d-3a1a30e8a0e3,-1.3941356514814647,-19.502661730618765,Hit,Hit,63813.0,797957728.0
91,12345636_33508.jsonl,{'eventId': ''},SwingRecorded,5,1,0,1,0,0,0,0,1,75b2534d-cde5-46d9-9b56-f1b708f4f544,{},Strike,Called,77.0,125.0,35.0,2040.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.506972523355892, 'head': {'pos': [0.010284701273432902, -0.8047281857907299, 3.510003263149606]}, 'handle': {'pos': [-1.884459005484812, 1.006732751980037, 4.247440340263313]}}]",[],"[{'event': 'First', 'time': -0.3455879, 'head': {'pos': [-3.3588139452716104, -0.000762388473836776, 6.362071720022336]}, 'handle': {'pos': [-1.7381476442459027, -1.9772707678808858, 5.422862875874935]}}]","[{'event': 'Last', 'time': 0.9108690999999997, 'head': {'pos': [-2.5083326469886087, -1.7510574932250103, 5.520101147484243]}, 'handle': {'pos': [-1.9140507639264785, 0.3624096220509812, 3.909094107716125]}}]",4.486811916728339,3.2104987397900677,0.8525604233558921,Nearest,NoHit,,,,9.443494543653543,44.75324508223319,4.491779273303646,0.1491625658590821,0.8498589999999999,,,,,,,,,,,,,
92,12345636_32826.jsonl,{'eventId': ''},SwingRecorded,0,0,0,0,0,0,1,1,0,65b9aca7-3bcf-411e-bd59-b4da2ffa13de,{},Ball,Called,95.0,153.0,43.0,2360.0,{},,,,,{},{},,,,,6.52224074851335,6.52224074851335,-2.1519719999999998,Nearest,NoHit,,,,,,,,,,,,,,,,,,,,,
95,12345636_34173.jsonl,{'eventId': ''},SwingRecorded,1,0,0,2,0,0,0,0,1,f3d53919-a1d8-4b39-9404-539ecbe1f27b,{},Strike,{},81.0,130.0,36.0,2400.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.472133703309338, 'head': {'pos': [0.12811538543040477, 0.7242984456931687, 1.8952492809105235]}, 'handle': {'pos': [-2.165332002778767, 1.0659670978434792, 3.3230516116712097]}}]",[],"[{'event': 'First', 'time': -0.3669408, 'head': {'pos': [-2.942409692293446, -1.3217464231054659, 6.881499439544515]}, 'handle': {'pos': [-1.5562267425733116, -2.3011242002651766, 4.752045545800342]}}]","[{'event': 'Last', 'time': 0.8762912, 'head': {'pos': [-4.018107084723699, 3.0536386332318046, 6.265342861401807]}, 'handle': {'pos': [-3.196075365640109, 1.297705600220561, 4.353218147249579]}}]",6.202992382918569,3.708144642754223,0.8390745033093381,Nearest,NoHit,,,,11.346680932276591,107.0176737960823,6.128734923090821,0.35668990676229806,0.8365989999999996,,,,,,,,,,,,,
96,12345636_36584.jsonl,"{'start': {'angle': [-31.60630636964518, -23.42307471672057]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 617522563}, 'eventId': 'f485199b-d8d1-4d9b-8e9f-47984bd0e13a'}",SwingRecorded,2,0,0,1,2,0,0,2,0,cfc7324f-0a6a-4dbd-a510-9f1a94177abe,{},HitIntoPlay,{},88.0,142.0,39.0,1880.0,f485199b-d8d1-4d9b-8e9f-47984bd0e13a,97.0,157.0,44.0,3760.0,{},{},[],"[{'event': 'Hit', 'time': 0.424314911504194, 'head': {'pos': [0.6882761298448453, 1.4677521381936796, 0.9149026822387457]}, 'handle': {'pos': [-1.3567126412728794, 1.4641298037442347, 2.7130310677459883]}}]","[{'event': 'First', 'time': -0.4062783, 'head': {'pos': [-2.1729949890423508, -0.9799364814360593, 6.241092168668244]}, 'handle': {'pos': [-1.4318345030353785, -1.5558640502929413, 3.6848749526469144]}}]","[{'event': 'Last', 'time': 0.8236227, 'head': {'pos': [-1.8601703094015685, 0.35340554684059483, 4.793959258657668]}, 'handle': {'pos': [-3.087007010006792, 2.3022537631318465, 3.340645725390388]}}]",,,,No,Hit,6.522756046319304,3.1734030171341785,0.830593211504194,12.713254625135475,120.24870623528324,6.48074362143322,0.400788937882196,0.829933,,,,[0.05644637 1.6426103  1.36022048],[0.11128946 1.46673011 1.42223853],0.7178533811970423,f485199b-d8d1-4d9b-8e9f-47984bd0e13a,-31.60630636964518,-23.42307471672057,Hit,Hit,63813.0,617522563.0
